"Species","new.code","family","group","nat.inv","appendage.type","appendage","disp.cat.all","disp.cat.nat","site","morph.mass.mg","chem.mass.mg","set.time.mpsec","prop.C","prop.N","height.cm","shape","size.mm","coat.perm.perc","E.S","coat.thick","fruit.thick","both.thick","coat.thick.per.width","wing.loading","ldd.all","ldd.natural","mucilage","fleshy.end","starchy.end","smooth.coarse","AI","oil.prop.kew","prot.prop.kew","carb.prop.kew"
"Navarretia pubescens","NAVPUB","Polemoniaceae","forb","native","no appendage","none","ballistic","ballistic","MCL",7.1503,7.1503,186.52692222,0.523120923231309,0.0449222277972905,11.3,0.070278317,2.0251759,66.4087186223657,0.902392572761871,0.0228,0,0.0228,0.0257251734587518,1.37565652617551,1,1,0,1,0,1,0.5647,NA,NA,NA
"Nemacladus longiflorus var. breviflorus","NEMLON","Campanulaceae","forb","native","no appendage","none","unassisted","unassisted","CBG",0.2963,0.2963,92.602398556,0.507249760153502,0.021487048289095,7.875,0.006687027,0.43428278,194.530326366445,0.847630862055125,0.0058,0,0.0058,0.0161583284398671,0.661764839231167,1,1,0,1,1,0,0.0869,NA,NA,NA
"Nemophila menziesii","NEMMEN","Boraginaceae","forb","native","no appendage","none","ant","ant","CBG/SS",11.9712,11.9712,184.0069293,0.421207667731629,0.0201533546325879,13.55,0.016463784,1.4978325,90.8878208016398,0.761999136667014,0.0228,0,0.0228,0.020914774056962,2.38946201264382,3,3,0,0,0,1,0.1775,0.04,0.12,0.84
"Osmadenia tenella","OSMTEN","Asteraceae","forb","native","elongated appendage","pappus","wind","wind","CBG",4.1726,4.1726,190.89974618,0.506934561626429,0.0265120711562897,22.5,0.083962249,1.811358,75.2563733740898,1,0,0.009,0.009,0.0128948233731568,0.392605046925364,5,5,0,NA,NA,1,0.1576,NA,NA,NA
"Oxytheca perfoliata","OXYPER","Polygonaceae","forb","native","elongated appendage","hairs","unknown","unknown","CBG",4.7226,4.7226,184.83733738,0.428174556213018,0.0310976331360947,13,0.048529075,1.8301918,85.7943134685064,1.85279555557768,0.0132,0.0112,0.0244,0.0250276802040158,1.12145612526721,2,2,0,1,1,1,0.0937,NA,NA,NA
"Palafoxia arida","PALARI","Asteraceae","forb","native","elongated appendage","pappus","wind","wind","DW",34.6860714285714,34.6860714285714,156.61863282,0.486570697376839,0.0234708893154191,201.17,0.176707446,10.3961996,123.290081354598,1,0,0.0506,0.0506,0.0449542001988575,0.54094386460523,5,5,0,NA,NA,1,0.0578,NA,NA,NA
"Panicum hirticaule var. hirticaule","PANHIR","Poaceae","grass","native","no appendage","none","animal","animal","GRIN",8.9228,8.9228,208.65699892,0.436682679476915,0.0256605284227382,45,0.070712018,2.25118035,14.3854728550056,0.612959180453056,0,0,0.0644,0.0730274713017913,1.42865153055191,6,6,0,1,1,0,0.1409,NA,NA,NA
"Pectis papposa var. papposa","PECPAP","Asteraceae","forb","native","elongated appendage","pappus","wind","wind","CBG",1.6051,1.6051,116.10562794,0.461628664495114,0.0232543677820551,10.5,0.159901771,3.7091297,117.421699438887,1,0,0.013,0.013,0.02309899491831,0.390032363914061,5,5,0,NA,NA,1,0.041,NA,NA,NA
"Pectocarya heterocarpa","PECHET","Boraginaceae","forb","native","elongated appendage","hairs","adhesive","adhesive","SD",4.6937,4.6937,156.3628182,0.448293512034858,0.035549763045241,13.5,0.0379447315,1.99304795,50.3979853002988,1,0.0249,0,0.0249,0.0233731312457395,0.841276544057365,6,6,0,NA,NA,1,0.1157,NA,NA,NA
"Pectocarya penicillata","PECPEN","Boraginaceae","forb","native","flat appendage","wing","adhesive","adhesive","CP",3.5,3.5,145.73495326,0.418228658536585,0.0239756097560976,5.97037037,0.066106964,2.2578274,97.2809986404141,1,0.0088,0,0.0088,0.00932301804952186,0.52826959257585,6,6,0,NA,NA,1,0.2142,NA,NA,NA
"Pectocarya recurvata","PECREC","Boraginaceae","forb","native","elongated appendage","prickles","adhesive","adhesive","SD",5.414,5.414,151.66064222,0.420731981981982,0.0282826576576577,12.25,0.073494908,2.481616,67.6756811807669,1,0.013,0,0.013,0.0130963061757616,0.680520902424515,6,6,0,NA,NA,1,0.1157,NA,NA,NA
"Perityle emoryi","PEREMO","Asteraceae","forb","native","no appendage","none","unassisted","unassisted","CBG",2.2337,2.2337,101.172765472,0.505772569444444,0.0275896990740741,31,0.140789892,3.49641955,54.4903947009369,1,0,0.0128,0.0128,0.0262585497222461,0.335056138185701,2,2,0,NA,NA,0,0.0325,NA,NA,NA
"Phacelia brachyloba","PHABRA","Boraginaceae","forb","native","no appendage","none","unassisted","unassisted","CBG",1.22,1.22,141.75459764,0.520168810289389,0.022398177920686,33.5,0.020294112,0.80652519,32.0180881210293,0.752449344983269,0.024,0,0.024,0.0426442975530027,0.922832029290991,2,2,0,1,0,1,0.1638,NA,NA,NA
"Phacelia calthifolia","PHACAL","Boraginaceae","forb","native","no appendage","none","unassisted","unassisted","CBG",1.5322,1.5322,167.41732648,0.465264175257732,0.0244458762886598,20,0.040816328,1.1167272,67.5316522034021,0.756239877850948,0.02,0,0.02,0.0313415850085175,0.754282208076737,1,1,0,1,0,1,0.035,NA,NA,NA
"Phacelia cicutaria","PHACIC","Boraginaceae","forb","native","no appendage","none","unassisted","unassisted","CBG/SS",6.26825,6.26825,235.37548337,0.478358460048062,0.0211082882660913,39.2166666666667,0.0299595335,1.5366078,59.082302626666,0.800348526522667,0.04,0,0.04,0.0401485696488135,1.32889677408476,2,2,0,1,0,1,0.212533333333333,NA,NA,NA
"Phacelia crenulata","PHACRE","Boraginaceae","forb","native","no appendage","none","ant","ant","CBG",12.0078,12.0078,209.02560542,0.468470522803115,0.0230895439377086,43.5,0.064322391,3.4033591,135.01283197555,0.853791855531524,0.0176,0,0.0176,0.0131076093768561,0.757305024890826,3,3,0,1,0,1,0.0585,NA,NA,NA
"Phacelia davidsonii","PHADAV","Boraginaceae","forb","native","no appendage","none","unassisted","unassisted","CBG",2.2373,2.2373,189.92227438,0.47353855918756,0.0174357346874008,17.5,0.030399695,0.97048909,83.131631163507,0.848846327642941,0.0454,0,0.0454,0.0742386734105034,1.26925327242461,1,1,0,1,0,1,0.3429,NA,NA,NA
"Phacelia distans","PHADIS","Boraginaceae","forb","native","no appendage","none","unassisted","unassisted","DW",7.70883333333333,7.70883333333333,254.2546633,0.454594333547972,0.027269800386349,42.5,0.065248853,2.18470845,81.051049841463,0.831133784822913,0.0416,0,0.0416,0.0481406746427201,1.22046547563738,2,2,0,1,0,1,0.0652,NA,NA,NA
"Phacelia fremontii","PHAFRE","Boraginaceae","forb","native","no appendage","none","unassisted","unassisted","CBG",2.7902,2.7902,183.13516766,0.455918638659931,0.0166232385003988,17.5,0.037838055,1.1920619,72.0113926313058,0.77618212935803,0.035,0,0.035,0.0499878436705314,1.24025000012002,1,1,0,1,0,1,0.1597,NA,NA,NA
"Phacelia grandiflora","PHAGRA","Boraginaceae","forb","native","no appendage","none","unassisted","unassisted","CBG",1.2555,1.2555,154.44362882,0.522109650529016,0.021724911830715,115,0.027527226,0.79323081,137.938157181376,0.805677441527843,0.0086,0,0.0086,0.0167299213320192,1.04602064254045,2,2,0,1,0,1,0.2016,NA,NA,NA
"Phacelia parryi","PHAPAR","Boraginaceae","forb","native","no appendage","none","unassisted","unassisted","CBG",1.9577,1.9577,163.51262548,0.468916839301569,0.0202042024267535,55,0.017850728,0.82868246,86.0919310184796,0.802833305008749,0.0266,0,0.0266,0.0447950765024126,1.34426012120685,2,2,0,1,0,1,0.1956,NA,NA,NA
"Phacelia viscida","PHAVIS","Boraginaceae","forb","native","no appendage","none","unassisted","unassisted","CBG",1.6793,1.6793,165.63174766,0.473654761904762,0.0195029761904762,70.1,0.014449998,0.8862914,92.6112715187968,0.775942988709324,0.0068,0,0.0068,0.0102985502776209,0.991117303717106,2,2,0,1,0,1,0.2185,NA,NA,NA
"Phaseolus acutifolius","PHAACU","Fabaceae","forb","native","no appendage","none","ballistic","ballistic","GRIN",214.05,214.05,252.10750716,0.40773199023199,0.0352167277167277,120,0.042760621,4.06586185,0.618014122185836,0.428104598577148,0.0764,0,0.0764,0.0380582273942224,6.73855932403483,2,2,0,0,1,0,0.247,NA,NA,NA
"Pholistoma auritum","PHOAUR","Boraginaceae","forb","native","no appendage","none","unknown","unknown","CBG",77.99,77.99,257.02434002,0.405053702656868,0.0144007914075749,70,0.001243924,2.4284385,60.945895462037,0.6215525427352,0.05,0,0.05,0.0222543793057773,4.64732715941373,2,2,0,0,1,1,0.224,NA,NA,NA
"Physalis crassifolia","PHYCRA","Solanaceae","forb","native","no appendage","none","animal","animal","CBG",13.6056,13.6056,167.80122758,0.531247896803141,0.02035333707235,25,0.060222926,2.04733325,38.5098619671637,2.52614252471502,0.0146,0,0.0146,0.0161501341246516,1.64410698902249,6,6,0,1,0,0,0.0782,NA,NA,NA
"Plagiobothrys arizonicus","PLAARI","Boraginaceae","forb","native","no appendage","none","unassisted","unassisted","GRIN",14.28,14.28,177.73684264,0.422787493375729,0.0295521992580816,25,0.004580168,1.7903087,42.6747958497171,1,0.0194,0.056,0.0754,0.0491754952115851,1.95370378731225,1,1,0,NA,NA,1,0.1915,NA,NA,NA
"Plagiobothrys nothofulvus","PLANOT","Boraginaceae","forb","native","no appendage","none","unassisted","unassisted","SFREC",38.49,38.49,288.2228627,0.407961765532752,0.0328535282541468,18.0333333333333,0.039249021,3.0311166,34.425797081141,1,0.0348,0.081,0.1158,0.0740265177305976,2.52909015479017,1,1,0,NA,NA,1,0.4725,NA,NA,NA
"Plantago erecta","PLAERE","Plantaginaceae","forb","native","no appendage","none","ant","ant","MCL",19.65,19.65,228.57020986,0.444843962008141,0.0272998643147897,6.42666666666667,0.06830008,2.46167445,1440.39128046059,0.934209607457921,0.0142,0,0.0142,0.015331883505801,2.31389474126971,3,3,1,0,0,0,0.5647,NA,NA,NA
"Plantago insularis","PLAINS","Plantaginaceae","forb","native","no appendage","none","animal","animal","SD",11.3986,11.3986,181.4751735,0.43899173553719,0.0276264462809917,18.5,0.074487095,2.4705374,892.823662739604,0.936243137897552,0.0122,0,0.0122,0.013834395796031,1.40257452270741,6,6,1,1,0,0,0.1157,NA,NA,NA
"Plantago ovata","PLAOVA","Plantaginaceae","forb","native","no appendage","none","unassisted","unassisted","DW",10.3183,10.3183,226.78534466,0.44093624497992,0.0289859437751004,15,0.076275325,2.54365635,1166.72509163871,0.894781996115727,0.0104,0,0.0104,0.0116759101891234,1.22210129743162,1,1,1,1,0,0,0.0583,0.05,0.15,0.79
"Plantago patagonica","PLAPAT","Plantaginaceae","forb","native","no appendage","none","animal","animal","SD",9.7465,9.7465,201.33463794,0.464867028143558,0.0277356054737929,15.24,0.086623154,2.36861385,873.785377788258,0.876066659142405,0.0082,0,0.0082,0.0108847483158805,1.52580223711898,6,6,1,1,0,0,0.1157,NA,NA,NA
"Platystemon californicus","PLACAL","Papaveraceae","forb","native","no appendage","none","unknown","unknown","CBG",4.2968,4.2968,209.29963566,0.484509061401136,0.0187773870705978,7.58,0.009866786,1.240808,68.4356502308698,0.661650812487973,0.0112,0.2274,0.2386,0.243630494634743,1.22647080217961,2,2,0,1,0,1,0.1606,NA,NA,NA
"Polypogon monspeliensis","POLMON","Poaceae","grass","invasive","elongated appendage","awn","human","animal","MD",0.9121,0.9121,156.24091138,0.428350364963504,0.0330656934306569,31.3008889,0.130049818,6.53861485,43.7402601983966,0.441137828804166,0,0,0.006,0.00499614934279777,0.113250055327513,7,6,0,1,1,1,0.075,0.06,0.29,0.65
"Pterostegia drymarioides","PTEDRY","Polygonaceae","forb","native","no appendage","none","unassisted","unassisted","CBG",2.7861,2.7861,181.56365318,0.417788003808315,0.0173183116470962,50,0.031325246,1.2275135,22.9855623529715,0.79453313424344,0.01832,0.0272,0.04552,0.0593758172001203,1.1328190373124,2,2,0,0,1,0,0.1362,NA,NA,NA
"Rafinesquia californica","RAFCAL","Asteraceae","forb","native","elongated appendage","pappus","wind","wind","CBG",13.3838,13.3838,216.59960832,0.482803287981859,0.0246060090702948,85,0.157914269,8.8053051,127.482079083325,1,0.0134,0.0956,0.109,0.0788361413223902,0.645268092167337,5,5,0,NA,NA,1,0.099,NA,NA,NA
"Rigiopappus leptocladus","RIGLEP","Asteraceae","forb","native","elongated appendage","pappus","wind","wind","MCL",6.395,6.395,201.60883782,0.472940813810111,0.031596794081381,11.35,0.16315934,5.056784889,84.351091470294,1,0.0096,0.0278,0.0374,0.051671399350068,0.316937842219768,5,5,0,NA,NA,1,0.5647,NA,NA,NA
"Salvia carduacea","SALCAR","Lamiaceae","forb","native","no appendage","none","animal","animal","SS",28.4,28.4,249.0639575,0.514342766463898,0.0358767521819624,55,0.042483317,2.80732805,1107.15105013713,1,0,0.0652,0.0652,0.046856668541173,2.00631174371408,6,6,1,NA,NA,0,NA,0.3,0.26,0.44
"Salvia columbariae","SALCOL","Lamiaceae","forb","native","no appendage","none","adhesive","adhesive","DW",4.9112,4.9112,231.89654518,0.539534040178571,0.0332979910714286,30,0.028040895,1.4845382,1290.52827986691,1,0,0.0338,0.0338,0.0353115191095964,1.16342087277867,6,6,1,NA,NA,0,0.0652,0.32,0.24,0.44
"Schismus barbatus","SCHBAR","Poaceae","grass","invasive","no appendage","none","unassisted","unassisted","SD",0.6889,0.6889,145.50958484,0.412893603936039,0.0313622386223862,7.2025678,0.030064151,0.77107352,35.3991193596826,0.481752560526166,0,0,0.0038,0.00779550710871268,0.633675648800527,1,1,0,1,1,0,0.1157,NA,NA,NA
"Senecio vulgaris","SENVUL","Asteraceae","forb","invasive","elongated appendage","plume","human","animal","SAC",2.6665,2.5964,148.08113314,0.505591094386955,0.0320006271558482,27.71091345,0.136812813,2.9424875,918.975358163713,1,0.00988,0.02128,0.03116,0.0491716587498876,0.55503596316651,7,6,0,NA,NA,1,0.2556,NA,NA,NA
"Sesbania herbacea","SESHER","Fabaceae","forb","native","no appendage","none","unassisted","unassisted","CBG",74.72,74.72,286.92134042,0.399805501528202,0.0534287302028341,298.7,0.075387494,3.6958352,74.481023453811,0.954442895323409,0.0476,0,0.0476,0.0352176658914834,3.87236101084709,2,2,0,0,0,0,0.0315,0.04,0.41,0.54
"Sidalcea diploscypha","SIDDIP","Malvaceae","forb","native","no appendage","none","unassisted","unassisted","MCL",49.7,49.7,252.79774504,0.436444174757282,0.0274302184466019,18.8,0.011907247,2.8472112,418.775867893417,0.875052977130376,0.132,0,0.132,0.0615434682215406,2.71700078450801,1,1,1,1,1,1,0.5486,NA,NA,NA
"Silene gallica","SILGAL","Caryophyllaceae","forb","invasive","no appendage","none","human","adhesive","MCL",2.6986,2.6986,195.89486242,0.46760621761658,0.028594127806563,32.344375,0.015012493,0.999293615,20.3594675235801,2.41814045528836,0.0234,0,0.0234,0.0330026882382016,1.15711156756021,7,6,0,1,1,1,0.5647,NA,NA,NA
"Sisymbrium altissimum","SISALT","Brassicaceae","forb","invasive","no appendage","none","human","wind","MD",2.4799,2.4799,189.09555674,0.565666126418152,0.0467455429497569,63.9672390466667,0.02891701,0.9704891,44.6168132925966,1,0.0068,0,0.0068,0.0109605996905146,1.28439678182653,7,5,0,NA,NA,0,0.1233,0.34,0.31,0.35
"Sisymbrium irio","SISIRI","Brassicaceae","forb","invasive","no appendage","none","human","wind","MD",0.9582,0.9582,161.52717282,0.54655321603692,0.0529535621574849,35.6498039333333,0.050031236,0.86856558,79.0501386513189,1,0.0072,0,0.0072,0.0157742501491105,0.8083768016544,7,5,0,NA,NA,0,0.0923,0.23,0.37,0.4
"Sisymbrium orientale","SISORI","Brassicaceae","forb","invasive","no appendage","none","human","wind","MD",2.5547,2.5547,193.19456844,0.564574003276898,0.0394292736209721,54.8026316,0.035916107,0.952763275,81.2296887818622,1,0.0088,0,0.0088,0.0165483559509242,1.57762390683607,7,5,0,NA,NA,0,0.075,NA,NA,NA
"Spergularia platensis","SPEPLA","Caryophyllaceae","forb","invasive","no appendage","none","unknown","unknown","CBG",0.479,0.479,121.92697496,0.438269648959304,0.0339763901832867,12,0.052053052,0.59824672,139.123694074801,1.8770317058947,0.0082,0,0.0082,0.0298452802473635,0.711959136720385,2,2,0,1,1,0,0.1386,NA,NA,NA
"Stephanomeria exigua","STEEXI","Asteraceae","forb","native","elongated appendage","none","wind","wind","CBG",5.2771,5.2771,187.19050588,0.479165644171779,0.0278895705521472,105,0.12058785,3.2460423,125.517603449336,1,0.0126,0.0444,0.057,0.0779550705540572,0.624904392150307,5,5,0,NA,NA,1,0.0439,NA,NA,NA
"Stipa capensis","STICAP","Poaceae","grass","invasive","elongated appendage","awn","adhesive","adhesive","MD",34.6,8.2285,145.81722722,0.436613039796782,0.0164690939881456,15.9449573,0.167421456,5.6057932,56.7597007947639,0.484539300594582,0,0,0.01,0.0135125395150571,3.03316884090521,6,6,0,1,1,1,0.0641,NA,NA,NA
"Streptanthella longirostris","STRLON","Brassicaceae","forb","native","no appendage","none","unknown","unknown","DW",1.4438,1.4438,130.28884148,0.487796201386795,0.0322821826952065,40,0.065855149,1.4978325,62.9651137883962,1,0.0496,0,0.0496,0.0726799146227871,0.506764744235644,2,2,0,NA,NA,1,0.0583,NA,NA,NA
"Streptanthus insignis","STRINS","Brassicaceae","forb","native","flat appendage","wing","wind","wind","CBG",4.8087,4.8087,188.23572654,0.511237738026544,0.0351240623196769,36,0.074035004,1.885585,164.315955237538,1,0.0094,0,0.0094,0.0149380177940079,0.898207931443328,5,5,1,NA,NA,0,0.1131,NA,NA,NA
"Streptanthus polygaloides","STRPOL","Brassicaceae","forb","native","no appendage","none","unassisted","unassisted","CBG",2.1318,2.1318,160.7347348,0.565049887351142,0.0408046346958481,50,0.08607488,1.3072798,63.0957339239346,1,0.0144,0,0.0144,0.0391505483768373,0.917012020901439,2,2,0,NA,NA,0,0.3346,NA,NA,NA
"Stylocline micropoides","STYMIC","Asteraceae","forb","native","elongated appendage","pappus","wind","wind","SD",1.064,1.064,136.5761436,0.546947150870977,0.0513610865072335,8,0.069453891,1.1255899,34.3343676282009,1,0,0.0068,0.0068,0.0137007492818893,0.690382105212779,5,5,0,NA,NA,0,0.1157,NA,NA,NA
"Thysanocarpus curvipes","THYCUR","Brassicaceae","forb","native","flat appendage","wing","wind","wind","MCL/CBG",13.59,6.2866,106.740265352,0.445615006150062,0.0122662976629766,36.6,0.109505502,5.65453925,106.840356338669,1,0.01,0.0192,0.0292,0.0209848901747867,0.272241466762502,5,5,0,1,0,0,0.443666666666667,NA,NA,NA
"Tidestromia suffruticosa var. oblongifolia","TIDSUF","Amaranthaceae","forb","native","no appendage","none","unknown","unknown","CBG",4.7804,4.7804,224.66617692,0.470626535626536,0.0365970515970516,35,0.019606816,1.17433605,50.8932872215676,2.58812001978096,0.0086,0,0.0086,0.0110895482439127,1.58626576037193,2,2,0,1,1,0,0.0392,NA,NA,NA
"Trichoptilium incisum","TRIINC","Asteraceae","forb","native","elongated appendage","pappus","wind","wind","CBG",6.2464,3.8929,163.2845826,0.492938483547926,0.0339113018597997,15,0.090666536,2.57024505,131.969920194843,1,0.01,0.0206,0.0306,0.0354111701481151,0.273410443097112,5,5,0,NA,NA,1,0.0325,NA,NA,NA
"Trichostema austromontanum ssp. austromontanum","TRIAUS","Lamiaceae","forb","native","no appendage","none","unassisted","unassisted","CBG",3.0974,3.0974,175.05144074,0.504719175805916,0.0295879029577933,50,0.027323323,1.3648887,106.661862918124,0.79731838571254,0.0682,0,0.0682,0.0769498618281737,0.905224571387242,2,2,0,NA,NA,1,0.4158,NA,NA,NA
"Trichostema lanceolatum","TRILAN","Lamiaceae","forb","native","no appendage","none","unassisted","unassisted","CBG",17.85,17.85,186.2639175,0.504540399084069,0.026368989205103,100,0.015203699,2.4904789,40.7854393300922,0.696518355944285,0.1226,0,0.1226,0.0666646765140073,1.56566196837093,2,2,0,NA,NA,1,0.1444,NA,NA,NA
"Trifolium albopurpureum","TRIALB","Fabaceae","forb","native","no appendage","none","unassisted","unassisted","MCL",22.6,22.6,223.61081896,0.457014294996751,0.0499220272904483,15.464285715,0.049395339,2.34202515,64.8546537690234,0.967488087201245,0.043,0,0.043,0.037177602317171,2.50902817167916,1,1,0,0,0,0,0.5647,NA,NA,NA
"Trifolium depauperatum","TRIDEP","Fabaceae","forb","native","no appendage","none","unassisted","unassisted","CP",12.69,12.69,223.9420217,0.437908496732026,0.0370494864612512,17.78,0.016127056,1.53328415,3.45644087889686,0.98607702977211,0.0286,0,0.0286,0.0266688374727379,2.42513833034902,1,1,0,0,0,1,0.1893,NA,NA,NA
"Trifolium fucatum","TRIFUC","Fabaceae","forb","native","no appendage","none","unassisted","unassisted","MCL",51.1,51.1,225.6863751,0.416624787775891,0.0266519524617997,24.7,0.033546111,2.6500114,51.645151800012,0.969824080155124,0.0384,0,0.0384,0.0248290015670074,3.13101379824914,1,1,0,0,0,1,0.5647,NA,NA,NA
"Trifolium gracilentum","TRIGRA","Fabaceae","forb","native","no appendage","none","unassisted","unassisted","CP/MCL",14.83,14.83,214.02046174,0.397250615763547,0.0313269704433498,9.228333335,0.024672902,1.83683905,74.6270915572578,0.980952420402948,0.0348,0,0.0348,0.030203648097296,2.14416745823507,1,1,0,0,0,0,0.377,NA,NA,NA
"Trifolium hirtum","TRIHIR","Fabaceae","forb","invasive","no appendage","none","human","animal","MCL/SFREC",52.12,30.48,247.18742854,0.415070197830249,0.0322271857051691,15.274759625,0.014113514,2.06949055,6.65803855883256,0.951074037839748,0.0372,0,0.0372,0.0252847319097939,0.78254028310782,7,6,0,0,0,1,0.54,0.05,0.36,0.6
"Trifolium microcephalum","TRIMIC","Fabaceae","forb","native","no appendage","none","unassisted","unassisted","CBG",9.1815,9.1815,271.33102472,0.455049234135667,0.0570404814004376,10.925,0.029339154,1.58646175,37.2420188795218,1,0.0274,0,0.0274,0.028892839873435,1.87918784732995,1,1,0,0,0,0,0.2197,NA,NA,NA
"Trifolium willdenovii","TRIWIL","Fabaceae","forb","native","no appendage","none","unassisted","unassisted","MCL",20.01,20.01,274.78183492,0.412323379461034,0.0408630735615441,24.65,0.029070834,1.9010952,78.4144876352743,0.987370696781749,0.026,0,0.026,0.0230084138229595,2.78935836226497,1,1,0,0,0,0,0.5587,NA,NA,NA
"Tropidocarpum gracile","TROGRA","Brassicaceae","forb","native","no appendage","none","unassisted","unassisted","CP",2.3154,2.3154,205.00471224,0.494738154613466,0.0333073566084788,27.5,0.071826593,1.29398553,392.393362087976,0.940458708220033,0.0138,0,0.0138,0.0296580943956539,0.970572887332693,1,1,1,1,0,0,0.2142,NA,NA,NA
"Uropappus lindleyi","UROLIN","Asteraceae","forb","native","elongated appendage","pappus","wind","wind","MCL",17.4,16.44,194.36351606,0.443190266982089,0.0217100371747212,18.8949275366667,0.195065582,10.7462828,100.497909368054,1,0,0.06,0.06,0.0884938823515426,0.227345111865816,5,5,0,NA,NA,1,0.5527,NA,NA,NA
"Uropappus lindleyi","UROLIN","Asteraceae","forb","native","elongated appendage","pappus","wind","wind","CP",19.55,19.87,165.24366122,NA,NA,18.8949275366667,0.187647104,9.564561333,96.3704435355865,1,0,0.1096,0.1096,0.141327258155912,0.294810662790467,5,5,0,NA,NA,1,0.1901,NA,NA,NA
"Vicia villosa","VICVIL","Fabaceae","forb","invasive","no appendage","none","ballistic","ballistic","MCL",350.77,350.77,335.12162736,0.392607868020305,0.0282011421319797,56.355576925,0.007833353,4.0968822,14.5163922050233,0.979401758073963,0.1116,0,0.1116,0.0345453916230892,7.8317239580074,2,2,0,0,1,0,0.5647,0.01,0.3,0.69
"Volutaria tubuliflora","VOLTUB","Asteraceae","forb","invasive","elongated appendage","pappus","human","wind","DW",11.283,8.93014285714286,150.253039198,0.495817893065114,0.0316146109052409,150,0.087855888,3.116791389,120.029488958362,1,0.04,0.0214,0.0614,0.0608289740886403,0.421277315958323,7,5,0,NA,NA,1,0.0572,NA,NA,NA
"Xanthisma gracile","XANGRA","Asteraceae","forb","native","elongated appendage","plume","wind","wind","GRIN",2.6038,2.39375,116.800253127,0.508647450110865,0.0332178492239468,21.65,0.115161203,2.098611679,71.3221780999673,1,0.0078,0.0398,0.0476,0.0905900164693792,0.2179485037523,5,5,0,NA,NA,1,0.11215,NA,NA,NA
"Zeltnera trichantha","ZELTRI","Gentianaceae","forb","native","no appendage","none","wind","wind","MCL",0.2842,0.2842,144.98451502,0.542019230769231,0.0471212121212121,6.825,0.015437114,0.57165798,417.262435277141,0.763584228661668,0.0072,0,0.0072,0.0171026090030034,0.399339990198887,5,5,0,1,0,1,0.5647,NA,NA,NA
